항목,기간,수치,단위
매출액,2017-03-31," 842,957,205,657 ",원
영업이익,2017-03-31," 71,202,233,197 ",원
감가상각비,2017-03-31," 50,930,657,067 ",원
무형자산상각비,2017-03-31," 390,107,766 ",원
대손상각비,2017-03-31," 4,095,306,208 ",원
퇴직급여,2017-03-31," 10,613,484,400 ",원
EBITDA,2017-03-31," 137,231,788,638 ",원
당기순이익,2017-03-31," 34,114,104,962 ",원
자산총계,2017-03-31," 9,149,553,924,689 ",원
총차입금,2017-03-31," 1,931,262,270,000 ",원
차입금,2017-03-31," 1,931,262,270,000 ",원
순차입금,2017-03-31," 1,225,167,940,877 ",원
현금및현금성자산,2017-03-31," 500,723,954,466 ",원
단기금융상품,2017-03-31," 205,370,374,657 ",원
영업이익률,2017-03-31,8.40,%
EBITDA/매출액,2017-03-31,16.30,%
EBITDA/이자비용,2017-03-31,11.20,%
이자비용,2017-03-31," 12,298,092,376 ",원
총차입금/EBITDA(배),2017-03-31,3.50,배
순차입금/EBITDA(배),2017-03-31,2.20,배
부채비율,2017-03-31,52.80,%
부채총계,2017-03-31," 3,162,800,000,000 ",원
자본총계,2017-03-31," 5,986,760,000,000 ",원
차입금의존도,2017-03-31,21.10,%
OCF(총영업현금흐름),2017-03-31," 86,002,531,048 ",원
영업활동현금흐름,2017-03-31," 70,505,356,520 ",원
   영업활동으로인한자산ㆍ부채의변동,2017-03-31,"-24,570,634,466 ",원
   이자수취,2017-03-31," 3,443,178,962 ",원
   이자지급,2017-03-31,"-12,516,638,900 ",원
(-)운전자본투자,2017-03-31,"-24,570,634,466 ",원
NCF(순영업현금흐름),2017-03-31," 61,431,896,582 ",원
(-)자본적지출,2017-03-31,"-96,892,234,383 ",원
   유형자산의 취득,2017-03-31,"-96,748,701,032 ",원
   무형자산의 취득,2017-03-31,"-143,533,351 ",원
FCF(잉여현금흐름),2017-03-31," 158,324,000,000 ",원
영업이익,2017-03-31," 71,202,233,197 ",원
세전손익,2017-03-31," 44,710,135,092 ",원
매출액,2017-06-30," 1,813,260,000,000 ",원
영업이익,2017-06-30," 163,236,000,000 ",원
감가상각비,2017-06-30," 103,525,000,000 ",원
무형자산상각비,2017-06-30," 748,723,697 ",원
대손상각비,2017-06-30," 5,214,197,833 ",원
퇴직급여,2017-06-30," 19,556,054,715 ",원
EBITDA,2017-06-30," 292,279,000,000 ",원
당기순이익,2017-06-30," 104,151,000,000 ",원
자산총계,2017-06-30," 10,093,100,000,000 ",원
총차입금,2017-06-30," 2,103,820,000,000 ",원
차입금,2017-06-30," 2,103,820,000,000 ",원
순차입금,2017-06-30," 1,282,150,000,000 ",원
현금및현금성자산,2017-06-30," 550,532,000,000 ",원
단기금융상품,2017-06-30," 271,137,000,000 ",원
영업이익률,2017-06-30,9.00,%
EBITDA/매출액,2017-06-30,16.10,%
EBITDA/이자비용,2017-06-30,11.60,%
이자비용,2017-06-30," 25,150,216,154 ",원
총차입금/EBITDA(배),2017-06-30,3.60,배
순차입금/EBITDA(배),2017-06-30,2.20,배
부채비율,2017-06-30,53.60,%
부채총계,2017-06-30," 3,521,440,000,000 ",원
자본총계,2017-06-30," 6,571,670,000,000 ",원
차입금의존도,2017-06-30,20.80,%
OCF(총영업현금흐름),2017-06-30," 213,443,000,000 ",원
영업활동현금흐름,2017-06-30," 207,303,000,000 ",원
   영업활동으로인한자산ㆍ부채의변동,2017-06-30,"-12,536,025,605 ",원
   이자수취,2017-06-30," 7,279,124,008 ",원
   배당금수취,2017-06-30," 12,492,807,520 ",원
   이자지급,2017-06-30,"-26,167,937,062 ",원
(-)운전자본투자,2017-06-30,"-12,536,025,605 ",원
NCF(순영업현금흐름),2017-06-30," 200,907,000,000 ",원
(-)자본적지출,2017-06-30,"-232,693,000,000 ",원
   유형자산의 취득,2017-06-30,"-232,365,000,000 ",원
   무형자산의 취득,2017-06-30,"-327,490,140 ",원
(-)배당금지급,2017-06-30,"-78,853,156,800 ",원
FCF(잉여현금흐름),2017-06-30," 354,746,000,000 ",원
영업이익,2017-06-30," 163,236,000,000 ",원
세전손익,2017-06-30," 142,096,000,000 ",원
매출액,2017-09-30," 2,838,320,000,000 ",원
영업이익,2017-09-30," 275,360,000,000 ",원
감가상각비,2017-09-30," 162,058,000,000 ",원
무형자산상각비,2017-09-30," 1,106,959,046 ",원
대손상각비,2017-09-30," 4,485,502,042 ",원
퇴직급여,2017-09-30," 28,558,326,890 ",원
EBITDA,2017-09-30," 471,569,000,000 ",원
당기순이익,2017-09-30," 175,880,000,000 ",원
자산총계,2017-09-30," 9,969,270,000,000 ",원
총차입금,2017-09-30," 2,222,510,000,000 ",원
차입금,2017-09-30," 2,222,510,000,000 ",원
순차입금,2017-09-30," 1,363,880,000,000 ",원
현금및현금성자산,2017-09-30," 302,264,000,000 ",원
단기금융상품,2017-09-30," 556,369,000,000 ",원
영업이익률,2017-09-30,9.70,%
EBITDA/매출액,2017-09-30,16.60,%
EBITDA/이자비용,2017-09-30,12.10,%
이자비용,2017-09-30," 38,834,306,217 ",원
총차입금/EBITDA(배),2017-09-30,3.50,배
순차입금/EBITDA(배),2017-09-30,2.20,배
부채비율,2017-09-30,56.20,%
부채총계,2017-09-30," 3,586,460,000,000 ",원
자본총계,2017-09-30," 6,382,810,000,000 ",원
차입금의존도,2017-09-30,22.30,%
OCF(총영업현금흐름),2017-09-30," 367,672,000,000 ",원
영업활동현금흐름,2017-09-30," 241,077,000,000 ",원
   영업활동으로인한자산ㆍ부채의변동,2017-09-30,"-143,252,000,000 ",원
   이자수취,2017-09-30," 11,414,608,090 ",원
   배당금수취,2017-09-30," 12,434,629,200 ",원
   이자지급,2017-09-30," 40,506,490,582 ",원
(-)운전자본투자,2017-09-30,"-143,252,000,000 ",원
NCF(순영업현금흐름),2017-09-30," 224,420,000,000 ",원
(-)자본적지출,2017-09-30," 327,602,000,000 ",원
   유형자산의 취득,2017-09-30," 327,157,000,000 ",원
   무형자산의 취득,2017-09-30," 445,631,953 ",원
(-)배당금지급,2017-09-30," 87,862,385,514 ",원
FCF(잉여현금흐름),2017-09-30,"-191,045,000,000 ",원
영업이익,2017-09-30," 275,360,000,000 ",원
세전손익,2017-09-30," 242,262,000,000 ",원
매출액,2017-12-31," 3,863,990,000,000 ",원
영업이익,2017-12-31," 329,835,000,000 ",원
감가상각비,2017-12-31," 220,584,000,000 ",원
무형자산상각비,2017-12-31," 1,333,127,276 ",원
대손상각비,2017-12-31," 7,704,609,025 ",원
퇴직급여,2017-12-31," 35,451,759,769 ",원
EBITDA,2017-12-31," 594,909,000,000 ",원
당기순이익,2017-12-31," 42,299,633,566 ",원
자산총계,2017-12-31," 9,543,780,000,000 ",원
총차입금,2017-12-31," 2,248,610,000,000 ",원
차입금,2017-12-31," 2,248,610,000,000 ",원
순차입금,2017-12-31," 1,425,150,000,000 ",원
현금및현금성자산,2017-12-31," 380,048,000,000 ",원
단기금융상품,2017-12-31," 443,348,000,000 ",원
조정,2017-12-31," 59,341,587 ",원
영업이익률,2017-12-31,8.50,%
EBITDA/매출액,2017-12-31,15.40,%
EBITDA/이자비용,2017-12-31,11.20,%
이자비용,2017-12-31," 53,024,085,109 ",원
총차입금/EBITDA(배),2017-12-31,3.80,배
순차입금/EBITDA(배),2017-12-31,2.40,배
부채비율,2017-12-31,62.70,%
부채총계,2017-12-31," 3,677,520,000,000 ",원
자본총계,2017-12-31," 5,866,260,000,000 ",원
차입금의존도,2017-12-31,23.60,%
OCF(총영업현금흐름),2017-12-31," 449,976,000,000 ",원
영업활동현금흐름,2017-12-31," 332,894,000,000 ",원
   영업활동으로인한자산ㆍ부채의변동,2017-12-31,"-143,939,000,000 ",원
   이자수취,2017-12-31," 15,003,738,562 ",원
   배당금수취,2017-12-31," 14,897,730,200 ",원
   이자지급,2017-12-31," 56,759,002,871 ",원
(-)운전자본투자,2017-12-31,"-143,939,000,000 ",원
NCF(순영업현금흐름),2017-12-31," 306,037,000,000 ",원
(-)자본적지출,2017-12-31," 423,020,000,000 ",원
   유형자산의 취득,2017-12-31," 422,341,000,000 ",원
   무형자산의 취득,2017-12-31," 679,255,829 ",원
(-)배당금지급,2017-12-31," 88,686,604,800 ",원
FCF(잉여현금흐름),2017-12-31,"-205,670,000,000 ",원
영업이익,2017-12-31," 329,835,000,000 ",원
이자순손익,2017-12-31,"-36,382,511,000 ",원
이자수익,2017-12-31," 16,641,574,000 ",원
이자비용,2017-12-31,"-53,024,085,000 ",원
배당순손익,2017-12-31," 12,434,629,000 ",원
외환관련순손익,2017-12-31,"-3,938,880,000 ",원
외환차익,2017-12-31," 21,661,478,000 ",원
외화환산이익,2017-12-31," 41,421,458,000 ",원
외환차손,2017-12-31,"-45,602,360,000 ",원
외화환산손실,2017-12-31,"-21,419,456,000 ",원
파생상품관련순손익,2017-12-31,"-31,846,098,000 ",원
파생상품평가이익,2017-12-31," 9,720,170,000 ",원
파생상품거래이익,2017-12-31," 2,698,965,000 ",원
파생상품평가손실,2017-12-31,"-43,471,977,000 ",원
파생상품거래손실,2017-12-31,"-793,256,000 ",원
투자자산관련순손익,2017-12-31," 95,213,412,000 ",원
당기손익-공정가치측정금융자산평가이익,2017-12-31," 184,951,000,000 ",원
당기손익-공정가치측정금융자산처분이익,2017-12-31," 1,147,724,000 ",원
당기손익-공정가치측정금융자산평가손실,2017-12-31,"-90,885,137,000 ",원
당기손익-공정가치측정금융자산처분손실,2017-12-31,"-1,000 ",원
종속/관계기업지분관련순손익,2017-12-31,"-51,123,532,104 ",원
지분법손익,2017-12-31,"-9,636,873,104 ",원
지분법적용 투자주식손상차손,2017-12-31,"-41,486,659,000 ",원
유무형리스자산관련순손익,2017-12-31," 2,727,482,000 ",원
유형자산처분이익,2017-12-31," 1,611,290,000 ",원
유형자산손상차손환입,2017-12-31," 2,097,936,000 ",원
유형자산처분손실,2017-12-31,"-947,739,000 ",원
무형자산처분손실,2017-12-31,"-34,005,000 ",원
기타 (+유무형리스자산관련순손익),2017-12-31,"-223,056,000,000 ",원
세전손익,2017-12-31," 93,863,403,689 ",원
매출액,2018-03-31," 916,548,000,000 ",원
영업이익,2018-03-31," 55,495,740,561 ",원
감가상각비,2018-03-31," 58,147,798,493 ",원
무형자산상각비,2018-03-31," 316,649,239 ",원
대손상각비,2018-03-31," 5,815,252,937 ",원
퇴직급여,2018-03-31," 9,324,849,787 ",원
EBITDA,2018-03-31," 129,100,000,000 ",원
당기순이익,2018-03-31," 376,315,000,000 ",원
자산총계,2018-03-31," 10,223,900,000,000 ",원
총차입금,2018-03-31," 2,449,130,000,000 ",원
차입금,2018-03-31," 2,449,130,000,000 ",원
순차입금,2018-03-31," 1,456,720,000,000 ",원
현금및현금성자산,2018-03-31," 428,254,000,000 ",원
단기금융상품,2018-03-31," 564,161,000,000 ",원
영업이익률,2018-03-31,6.10,%
EBITDA/매출액,2018-03-31,14.10,%
EBITDA/이자비용,2018-03-31,8.20,%
이자비용,2018-03-31," 15,738,444,271 ",원
총차입금/EBITDA(배),2018-03-31,4.70,배
순차입금/EBITDA(배),2018-03-31,2.80,배
부채비율,2018-03-31,65.40,%
부채총계,2018-03-31," 4,043,890,000,000 ",원
자본총계,2018-03-31," 6,180,030,000,000 ",원
차입금의존도,2018-03-31,24.00,%
OCF(총영업현금흐름),2018-03-31," 116,328,000,000 ",원
영업활동현금흐름,2018-03-31," 108,643,000,000 ",원
   영업활동으로인한자산ㆍ부채의변동,2018-03-31,"-16,933,057,390 ",원
   이자수취,2018-03-31," 4,131,468,709 ",원
   이자지급,2018-03-31," 13,379,246,006 ",원
(-)운전자본투자,2018-03-31,"-16,933,057,390 ",원
NCF(순영업현금흐름),2018-03-31," 99,395,045,858 ",원
(-)자본적지출,2018-03-31," 67,845,822,249 ",원
   유형자산의 취득,2018-03-31," 67,725,755,494 ",원
   무형자산의 취득,2018-03-31," 120,066,755 ",원
(-)배당금지급,2018-03-31," 407,748,600 ",원
FCF(잉여현금흐름),2018-03-31," 31,141,475,009 ",원
영업이익,2018-03-31," 55,495,740,561 ",원
세전손익,2018-03-31," 505,089,000,000 ",원
매출액,2018-06-30," 1,921,130,000,000 ",원
영업이익,2018-06-30," 141,590,000,000 ",원
감가상각비,2018-06-30," 121,974,000,000 ",원
무형자산상각비,2018-06-30," 639,804,189 ",원
대손상각비,2018-06-30," 12,568,577,531 ",원
퇴직급여,2018-06-30," 18,350,025,515 ",원
EBITDA,2018-06-30," 295,123,000,000 ",원
당기순이익,2018-06-30," 40,957,834,221 ",원
자산총계,2018-06-30," 9,114,300,000,000 ",원
총차입금,2018-06-30," 1,796,170,000,000 ",원
차입금,2018-06-30," 1,796,170,000,000 ",원
순차입금,2018-06-30," 914,349,000,000 ",원
현금및현금성자산,2018-06-30," 559,095,000,000 ",원
단기금융상품,2018-06-30," 322,725,000,000 ",원
영업이익률,2018-06-30,7.40,%
EBITDA/매출액,2018-06-30,15.40,%
EBITDA/이자비용,2018-06-30,8.80,%
이자비용,2018-06-30," 33,515,314,835 ",원
총차입금/EBITDA(배),2018-06-30,3.00,배
순차입금/EBITDA(배),2018-06-30,1.50,배
부채비율,2018-06-30,55.90,%
부채총계,2018-06-30," 3,269,550,000,000 ",원
자본총계,2018-06-30," 5,844,750,000,000 ",원
차입금의존도,2018-06-30,19.70,%
OCF(총영업현금흐름),2018-06-30," 298,873,000,000 ",원
영업활동현금흐름,2018-06-30," 282,770,000,000 ",원
   영업활동으로인한자산ㆍ부채의변동,2018-06-30," 6,256,018,212 ",원
   이자수취,2018-06-30," 10,398,299,194 ",원
   배당금수취,2018-06-30," 43,101,425,635 ",원
   이자지급,2018-06-30," 31,140,366,898 ",원
(-)운전자본투자,2018-06-30," 6,256,018,212 ",원
NCF(순영업현금흐름),2018-06-30," 305,129,000,000 ",원
(-)자본적지출,2018-06-30," 133,615,000,000 ",원
   유형자산의 취득,2018-06-30," 131,390,000,000 ",원
   무형자산의 취득,2018-06-30," 2,225,334,640 ",원
(-)배당금지급,2018-06-30," 79,075,332,600 ",원
FCF(잉여현금흐름),2018-06-30," 92,438,959,790 ",원
영업이익,2018-06-30," 141,590,000,000 ",원
세전손익,2018-06-30," 72,802,172,127 ",원
차입금의존도,2018-06-30,20.60,%
매출액,2018-09-30," 2,852,400,000,000 ",원
영업이익,2018-09-30," 218,474,000,000 ",원
감가상각비,2018-09-30," 185,194,000,000 ",원
무형자산상각비,2018-09-30," 972,468,471 ",원
대손상각비,2018-09-30," 9,702,710,557 ",원
퇴직급여,2018-09-30," 27,381,182,089 ",원
EBITDA,2018-09-30," 441,725,000,000 ",원
당기순이익,2018-09-30," 359,812,000,000 ",원
자산총계,2018-09-30," 9,360,730,000,000 ",원
총차입금,2018-09-30," 1,781,040,000,000 ",원
차입금,2018-09-30," 1,781,040,000,000 ",원
순차입금,2018-09-30," 832,099,000,000 ",원
현금및현금성자산,2018-09-30," 617,297,000,000 ",원
단기금융상품,2018-09-30," 331,644,000,000 ",원
영업이익률,2018-09-30,7.70,%
EBITDA/매출액,2018-09-30,15.50,%
EBITDA/이자비용,2018-09-30,9.60,%
이자비용,2018-09-30," 45,928,393,759 ",원
총차입금/EBITDA(배),2018-09-30,3.00,배
순차입금/EBITDA(배),2018-09-30,1.40,배
부채비율,2018-09-30,52.90,%
부채총계,2018-09-30," 3,237,460,000,000 ",원
자본총계,2018-09-30," 6,123,260,000,000 ",원
차입금의존도,2018-09-30,19.00,%
OCF(총영업현금흐름),2018-09-30," 438,103,000,000 ",원
영업활동현금흐름,2018-09-30," 380,036,000,000 ",원
   영업활동으로인한자산ㆍ부채의변동,2018-09-30,"-43,378,711,456 ",원
   이자수취,2018-09-30," 14,287,782,862 ",원
   배당금수취,2018-09-30," 43,101,425,637 ",원
   이자지급,2018-09-30," 42,701,267,879 ",원
(-)운전자본투자,2018-09-30,"-43,378,711,456 ",원
NCF(순영업현금흐름),2018-09-30," 394,724,000,000 ",원
(-)자본적지출,2018-09-30," 177,703,000,000 ",원
   유형자산의 취득,2018-09-30," 177,068,000,000 ",원
   무형자산의 취득,2018-09-30," 634,434,795 ",원
(-)배당금지급,2018-09-30," 88,908,780,602 ",원
FCF(잉여현금흐름),2018-09-30," 128,113,000,000 ",원
영업이익,2018-09-30," 218,474,000,000 ",원
세전손익,2018-09-30," 502,883,000,000 ",원
매출액,2018-12-31," 3,081,030,000,000 ",원
영업이익,2018-12-31," 200,864,000,000 ",원
감가상각비,2018-12-31," 248,048,000,000 ",원
운휴자산상각비,2018-12-31," 163,006,402 ",원
무형자산상각비,2018-12-31," 1,295,942,405 ",원
대손상각비,2018-12-31," 11,855,620,000 ",원
퇴직급여,2018-12-31," 35,854,546,011 ",원
EBITDA,2018-12-31," 498,081,000,000 ",원
당기순이익,2018-12-31,"-23,103,553,364 ",원
계속영업당기순손익,2018-12-31,"-63,676,180,748 ",원
중단영업당기순손익,2018-12-31," 40,572,627,384 ",원
자산총계,2018-12-31," 8,965,420,000,000 ",원
총차입금,2018-12-31," 1,875,680,000,000 ",원
차입금,2018-12-31," 1,875,680,000,000 ",원
순차입금,2018-12-31," 738,100,000,000 ",원
현금및현금성자산,2018-12-31," 337,235,000,000 ",원
단기금융상품,2018-12-31," 800,311,000,000 ",원
조정,2018-12-31," 31,729,557 ",원
영업이익률,2018-12-31,6.50,%
EBITDA/매출액,2018-12-31,16.20,%
EBITDA/이자비용,2018-12-31,8.50,%
이자비용,2018-12-31," 58,611,371,874 ",원
총차입금/EBITDA(배),2018-12-31,3.80,배
순차입금/EBITDA(배),2018-12-31,1.50,배
부채비율,2018-12-31,56.20,%
부채총계,2018-12-31," 3,224,070,000,000 ",원
자본총계,2018-12-31," 5,741,350,000,000 ",원
차입금의존도,2018-12-31,20.90,%
OCF(총영업현금흐름),2018-12-31," 534,872,000,000 ",원
영업활동현금흐름,2018-12-31," 538,976,000,000 ",원
   영업활동으로인한자산ㆍ부채의변동,2018-12-31," 15,704,734,223 ",원
   이자수취,2018-12-31," 24,063,542,888 ",원
   배당금수취,2018-12-31," 43,101,425,637 ",원
   이자지급,2018-12-31," 55,564,234,338 ",원
(-)운전자본투자,2018-12-31," 15,704,734,223 ",원
NCF(순영업현금흐름),2018-12-31," 550,576,000,000 ",원
(-)자본적지출,2018-12-31," 238,085,000,000 ",원
   유형자산의 취득,2018-12-31," 235,989,000,000 ",원
   무형자산의 취득,2018-12-31," 2,095,983,780 ",원
(-)배당금지급,2018-12-31," 88,908,780,600 ",원
FCF(잉여현금흐름),2018-12-31," 223,583,000,000 ",원
영업이익,2018-12-31," 200,864,000,000 ",원
이자순손익,2018-12-31,"-38,068,530,000 ",원
이자수익,2018-12-31," 20,542,842,000 ",원
이자비용,2018-12-31,"-58,611,372,000 ",원
배당순손익,2018-12-31," 39,069,494,000 ",원
외환관련순손익,2018-12-31," 5,048,337,000 ",원
외환차익,2018-12-31," 42,293,302,000 ",원
외화환산이익,2018-12-31," 4,362,062,000 ",원
외환차손,2018-12-31,"-25,067,933,000 ",원
외화환산손실,2018-12-31,"-16,539,094,000 ",원
파생상품관련순손익,2018-12-31,"-1,488,292,000 ",원
파생상품평가이익,2018-12-31," 3,152,696,000 ",원
파생상품거래이익,2018-12-31," 4,518,778,000 ",원
파생상품평가손실,2018-12-31,"-6,806,610,000 ",원
파생상품거래손실,2018-12-31,"-2,353,156,000 ",원
투자자산관련순손익,2018-12-31,"-247,266,000,000 ",원
당기손익-공정가치측정금융자산평가이익,2018-12-31," 148,890,000,000 ",원
당기손익-공정가치측정금융자산처분이익,2018-12-31," 50,033,248,000 ",원
당기손익-공정가치측정금융자산평가손실,2018-12-31,"-446,180,000,000 ",원
당기손익-공정가치측정금융자산처분손실,2018-12-31,"-9,183,000 ",원
종속/관계기업지분관련순손익,2018-12-31," 7,775,171,252 ",원
지분법손익,2018-12-31," 8,081,163,252 ",원
지분법적용 투자지분처분이익,2018-12-31," 643,765,000 ",원
지분법적용 투자주식손상차손,2018-12-31,"-949,757,000 ",원
유무형리스자산관련순손익,2018-12-31,"-19,591,944,000 ",원
유형자산처분이익,2018-12-31," 350,586,000 ",원
유형자산처분손실,2018-12-31,"-183,876,000 ",원
유형자산손상차손,2018-12-31,"-19,591,343,000 ",원
무형자산처분손실,2018-12-31,"-167,311,000 ",원
기타 (+유무형리스자산관련순손익),2018-12-31,"-13,404,441,000 ",원
세전손익,2018-12-31,"-67,062,804,422 ",원
매출액,2019-03-31," 635,092,000,000 ",원
영업이익,2019-03-31," 20,100,653,741 ",원
감가상각비,2019-03-31," 60,473,621,039 ",원
무형자산상각비,2019-03-31," 404,032,718 ",원
사용권자산상각비,2019-03-31," 381,620,490 ",원
대손상각비,2019-03-31," 4,973,727,457 ",원
퇴직급여,2019-03-31," 11,593,035,818 ",원
EBITDA,2019-03-31," 97,926,691,263 ",원
당기순이익,2019-03-31," 33,229,965,254 ",원
계속영업당기순손익,2019-03-31," 34,344,112,245 ",원
중단영업당기순손익,2019-03-31,"-1,114,146,991 ",원
자산총계,2019-03-31," 9,007,170,000,000 ",원
총차입금,2019-03-31," 1,973,380,000,000 ",원
차입금,2019-03-31," 1,968,420,000,000 ",원
리스부채,2019-03-31," 4,959,228,000 ",원
순차입금,2019-03-31," 758,729,000,000 ",원
현금및현금성자산,2019-03-31," 435,328,000,000 ",원
단기금융상품,2019-03-31," 779,320,000,000 ",원
영업이익률,2019-03-31,3.20,%
EBITDA/매출액,2019-03-31,15.40,%
EBITDA/이자비용,2019-03-31,6.90,%
이자비용,2019-03-31," 14,220,795,526 ",원
총차입금/EBITDA(배),2019-03-31,5.00,배
순차입금/EBITDA(배),2019-03-31,1.90,배
부채비율,2019-03-31,57.60,%
부채총계,2019-03-31," 3,292,250,000,000 ",원
자본총계,2019-03-31," 5,714,920,000,000 ",원
차입금의존도,2019-03-31,21.90,%
OCF(총영업현금흐름),2019-03-31," 92,489,498,563 ",원
영업활동현금흐름,2019-03-31," 34,347,076,054 ",원
   영업활동으로인한자산ㆍ부채의변동,2019-03-31,"-66,446,365,218 ",원
   이자수취,2019-03-31," 7,061,194,999 ",원
   배당금수취,2019-03-31," 143,500,000 ",원
   이자지급,2019-03-31," 15,508,637,708 ",원
(-)운전자본투자,2019-03-31,"-66,446,365,218 ",원
NCF(순영업현금흐름),2019-03-31," 26,043,133,345 ",원
(-)자본적지출,2019-03-31," 60,847,727,430 ",원
   유형자산의 취득,2019-03-31," 60,466,985,887 ",원
   무형자산의 취득,2019-03-31," 380,741,543 ",원
FCF(잉여현금흐름),2019-03-31,"-34,804,594,085 ",원
영업이익,2019-03-31," 20,100,653,741 ",원
세전손익,2019-03-31," 50,849,034,219 ",원
매출액,2019-06-30," 1,344,990,000,000 ",원
영업이익,2019-06-30," 70,679,417,591 ",원
감가상각비,2019-06-30," 119,031,000,000 ",원
무형자산상각비,2019-06-30," 817,160,458 ",원
사용권자산상각비,2019-06-30," 1,489,354,064 ",원
대손상각비,2019-06-30," 6,547,236,100 ",원
퇴직급여,2019-06-30," 20,220,021,094 ",원
EBITDA,2019-06-30," 218,785,000,000 ",원
당기순이익,2019-06-30,"-93,267,236,684 ",원
계속영업당기순손익,2019-06-30,"-96,425,547,429 ",원
중단영업당기순손익,2019-06-30," 3,158,310,745 ",원
자산총계,2019-06-30," 9,084,030,000,000 ",원
총차입금,2019-06-30," 2,364,210,000,000 ",원
차입금,2019-06-30," 2,357,170,000,000 ",원
리스부채,2019-06-30," 7,038,456,000 ",원
순차입금,2019-06-30," 1,453,470,000,000 ",원
현금및현금성자산,2019-06-30," 232,033,000,000 ",원
단기금융상품,2019-06-30," 678,704,000,000 ",원
영업이익률,2019-06-30,5.30,%
EBITDA/매출액,2019-06-30,16.30,%
EBITDA/이자비용,2019-06-30,7.20,%
이자비용,2019-06-30," 30,331,944,119 ",원
총차입금/EBITDA(배),2019-06-30,5.40,배
순차입금/EBITDA(배),2019-06-30,3.30,배
부채비율,2019-06-30,62.80,%
부채총계,2019-06-30," 3,503,600,000,000 ",원
자본총계,2019-06-30," 5,580,430,000,000 ",원
차입금의존도,2019-06-30,26.00,%
OCF(총영업현금흐름),2019-06-30," 130,731,000,000 ",원
영업활동현금흐름,2019-06-30," 62,027,480,218 ",원
   영업활동으로인한자산ㆍ부채의변동,2019-06-30,"-47,723,342,564 ",원
   이자수취,2019-06-30," 12,289,662,653 ",원
   배당금수취,2019-06-30," 42,099,072,950 ",원
   이자지급,2019-06-30," 33,408,357,047 ",원
(-)운전자본투자,2019-06-30,"-47,723,342,564 ",원
NCF(순영업현금흐름),2019-06-30," 83,007,858,774 ",원
(-)자본적지출,2019-06-30," 142,146,000,000 ",원
   유형자산의 취득,2019-06-30," 141,639,000,000 ",원
   무형자산의 취득,2019-06-30," 507,276,540 ",원
(-)배당금지급,2019-06-30," 79,064,751,922 ",원
FCF(잉여현금흐름),2019-06-30,"-138,203,000,000 ",원
영업이익,2019-06-30," 70,679,417,591 ",원
세전손익,2019-06-30,"-114,370,000,000 ",원
매출액,2019-09-30," 2,017,630,000,000 ",원
영업이익,2019-09-30," 116,215,000,000 ",원
감가상각비,2019-09-30," 176,716,000,000 ",원
무형자산상각비,2019-09-30," 1,334,364,246 ",원
사용권자산상각비,2019-09-30," 5,179,039,823 ",원
대손상각비,2019-09-30," 6,330,181,934 ",원
퇴직급여,2019-09-30," 30,037,914,391 ",원
EBITDA,2019-09-30," 335,813,000,000 ",원
당기순이익,2019-09-30,"-187,868,000,000 ",원
계속영업당기순손익,2019-09-30,"-196,393,000,000 ",원
중단영업당기순손익,2019-09-30," 8,525,095,857 ",원
자산총계,2019-09-30," 9,110,150,000,000 ",원
총차입금,2019-09-30," 2,502,780,000,000 ",원
차입금,2019-09-30," 2,491,530,000,000 ",원
리스부채,2019-09-30," 11,245,606,000 ",원
순차입금,2019-09-30," 1,466,040,000,000 ",원
현금및현금성자산,2019-09-30," 294,467,000,000 ",원
단기금융상품,2019-09-30," 742,274,000,000 ",원
영업이익률,2019-09-30,5.80,%
EBITDA/매출액,2019-09-30,16.60,%
EBITDA/이자비용,2019-09-30,7.10,%
이자비용,2019-09-30," 47,064,908,730 ",원
총차입금/EBITDA(배),2019-09-30,5.60,배
순차입금/EBITDA(배),2019-09-30,3.30,배
부채비율,2019-09-30,65.90,%
부채총계,2019-09-30," 3,618,710,000,000 ",원
자본총계,2019-09-30," 5,491,440,000,000 ",원
차입금의존도,2019-09-30,27.50,%
