구분자,구분자,구분자,재무제표종류,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,항목명,당기 1분기 3개월,당기 1분기 누적,전기 1분기 3개월,전기 1분기 누적,전기,전전기
"entity00105271_udf_IS_2011525151353843_udf_IS_2011525151121578_StatementOfComprehensiveIncomeAbstract   포괄손익, 비지배지분",   비지배지분,14-02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,entity00105271_udf_IS_2011525151353843_udf_IS_2011525151121578_StatementOfComprehensiveIncomeAbstract,"   포괄손익, 비지배지분","100,322,591","190,268,078","118,298,407","187,741,083",,
entity00105271_udf_IS_201531211019973_StatementOfComprehensiveIncomeAbstract총포괄손익의 귀속,총포괄손익의 귀속 :,15,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,entity00105271_udf_IS_201531211019973_StatementOfComprehensiveIncomeAbstract,총포괄손익의 귀속,,,,,,
"entity00105271_udf_IS_201531211043163_udf_IS_201531211019973_StatementOfComprehensiveIncomeAbstract   포괄손익, 지배기업의 소유주에게 귀속되는 지분",   지배기업소유주지분,15-01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,entity00105271_udf_IS_201531211043163_udf_IS_201531211019973_StatementOfComprehensiveIncomeAbstract,"   포괄손익, 지배기업의 소유주에게 귀속되는 지분","584,278,523,205","683,576,273,906","-213,981,135,813","-49,866,722,040",,
"entity00105271_udf_IS_201531211045753_udf_IS_201531211019973_StatementOfComprehensiveIncomeAbstract   포괄손익, 비지배지분",   비지배지분,15-02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,entity00105271_udf_IS_201531211045753_udf_IS_201531211019973_StatementOfComprehensiveIncomeAbstract,"   포괄손익, 비지배지분","632,017,868","17,018,672","-40,487,517","811,978,287",,
entity00105271_udf_IS_2011525152844328_StatementOfComprehensiveIncomeAbstract주당손익,주당손익,16,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,entity00105271_udf_IS_2011525152844328_StatementOfComprehensiveIncomeAbstract,주당손익,,,,,,
entity00105271_udf_IS_201181892921187_udf_IS_2011525152844328_StatementOfComprehensiveIncomeAbstract   기본주당이익(손실),   기본주당이익(손실),16-01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,entity00105271_udf_IS_201181892921187_udf_IS_2011525152844328_StatementOfComprehensiveIncomeAbstract,   기본주당이익(손실),"7,112","10,572","6,133","12,094",,
entity00105271_udf_IS_20111122113617984_udf_IS_2011525152844328_StatementOfComprehensiveIncomeAbstract   희석주당이익(손실),   희석주당이익(손실),16-02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-06-30,반기보고서,KRW,entity00105271_udf_IS_20111122113617984_udf_IS_2011525152844328_StatementOfComprehensiveIncomeAbstract,   희석주당이익(손실),"7,112","10,572","6,133","12,094",,
항목코드항목명,0,0,재무제표종류,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,항목명,당기 3분기 3개월,당기 3분기 누적,전기 3분기 3개월,전기 3분기 누적,전기,전전기
ifrs_Revenue수익(매출액),매출액,01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-09-30,3분기보고서,KRW,ifrs_Revenue,수익(매출액),"1,025,057,211,776","2,838,315,106,274","857,374,472,583","2,552,656,133,817",,
ifrs_CostOfSales매출원가,매출원가,02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-09-30,3분기보고서,KRW,ifrs_CostOfSales,매출원가,"775,245,340,354","2,140,758,718,423","628,661,902,594","1,853,828,886,759",,
ifrs_GrossProfit매출총이익,매출총이익,03,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-09-30,3분기보고서,KRW,ifrs_GrossProfit,매출총이익,"249,811,871,422","697,556,387,851","228,712,569,989","698,827,247,058",,
dart_TotalSellingGeneralAdministrativeExpenses판매비와관리비,판매비와관리비,04,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-09-30,3분기보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,"137,687,555,615","422,196,447,065","129,744,413,514","408,958,060,533",,
dart_OperatingIncomeLoss영업이익(손실),영업이익,05,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-09-30,3분기보고서,KRW,dart_OperatingIncomeLoss,영업이익(손실),"112,124,315,807","275,359,940,786","98,968,156,475","289,869,186,525",,
entity00105271_udf_IS_20171110143642288_StatementOfComprehensiveIncomeAbstract지분법적용대상인 관계기업의 당기순손익에 대한 지분,지분법손익,06,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-09-30,3분기보고서,KRW,entity00105271_udf_IS_20171110143642288_StatementOfComprehensiveIncomeAbstract,지분법적용대상인 관계기업의 당기순손익에 대한 지분,"-2,262,914,830","-5,166,503,276","2,446,408,923","11,626,630,040",,
dart_OtherGains기타이익,   기타이익,08-01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-09-30,3분기보고서,KRW,dart_OtherGains,기타이익,"10,410,427,093","28,395,436,423","5,290,520,198","16,024,790,952",,
dart_OtherLosses기타손실,   기타손실,08-02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-09-30,3분기보고서,KRW,dart_OtherLosses,기타손실,"16,371,895,732","37,236,153,659","11,551,128,759","31,433,990,032",,
ifrs_FinanceIncome금융수익,   금융수익,07-01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-09-30,3분기보고서,KRW,ifrs_FinanceIncome,금융수익,"13,801,001,216","78,421,601,731","44,555,382,439","76,549,668,955",,
ifrs_FinanceCosts금융원가,   금융원가,07-02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-09-30,3분기보고서,KRW,ifrs_FinanceCosts,금융원가,"17,535,125,965","97,512,326,470","51,391,408,058","113,967,581,651",,
ifrs_ProfitLossBeforeTax법인세비용차감전순이익(손실),법인세비용차감전이익,09,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-09-30,3분기보고서,KRW,ifrs_ProfitLossBeforeTax,법인세비용차감전순이익(손실),"100,165,807,589","242,261,995,535","88,317,931,218","248,668,704,789",,
ifrs_IncomeTaxExpenseContinuingOperations법인세비용,법인세비용(수익),10,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-09-30,3분기보고서,KRW,ifrs_IncomeTaxExpenseContinuingOperations,법인세비용,"28,436,442,995","66,381,921,912","25,181,368,105","66,415,739,500",,
ifrs_ProfitLoss당기순이익(손실),당기순손익,11,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-09-30,3분기보고서,KRW,ifrs_ProfitLoss,당기순이익(손실),"71,729,364,594","175,880,073,623","63,136,563,113","182,252,965,289",,
ifrs_OtherComprehensiveIncome기타포괄손익,기타포괄손익,12,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-09-30,3분기보고서,KRW,ifrs_OtherComprehensiveIncome,기타포괄손익,"-250,746,616,840","328,695,966,709","445,034,933,517","276,863,787,588",,
dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax   당기손익으로 재분류될 수 있는 항목(세후기타포괄손익),   후속기간에 당기손익으로 재분류되는 항목,12-01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-09-30,3분기보고서,KRW,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,   당기손익으로 재분류될 수 있는 항목(세후기타포괄손익),"-250,746,616,840","328,695,966,709","445,034,933,517","276,863,787,588",,
ifrs_GainsLossesOnRemeasuringAvailableforsaleFinancialAssetsNetOfTax      매도가능금융자산평가손익(세후기타포괄손익),      매도가능금융자산평가손익(세후기타포괄손익),12-01-04,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-09-30,3분기보고서,KRW,ifrs_GainsLossesOnRemeasuringAvailableforsaleFinancialAssetsNetOfTax,      매도가능금융자산평가손익(세후기타포괄손익),"-265,860,230,498","342,901,474,814","479,405,121,693","319,665,726,907",,
dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax      지분법 적용대상 관계기업과 공동기업의 기타포괄손익에 대한 지분(세후기타포괄손익),      지분법자본변동,12-01-01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-09-30,3분기보고서,KRW,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,      지분법 적용대상 관계기업과 공동기업의 기타포괄손익에 대한 지분(세후기타포괄손익),"642,128,721","-7,316,779,651","-8,888,874,745","-10,050,185,834",,
ifrs_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax      해외사업장환산외환차이(세후기타포괄손익),      해외사업환산손익,12-01-03,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-09-30,3분기보고서,KRW,ifrs_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax,      해외사업장환산외환차이(세후기타포괄손익),"14,471,484,937","-6,888,728,454","-25,481,313,431","-32,751,753,485",,
ifrs_ComprehensiveIncome총포괄손익,총포괄손익,13,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-09-30,3분기보고서,KRW,ifrs_ComprehensiveIncome,총포괄손익,"-179,017,252,246","504,576,040,332","508,171,496,630","459,116,752,877",,
ifrs_ProfitLossAttributableToAbstract당기순이익(손실)의 귀속 [abstract],당기순손익의 귀속 :,14,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-09-30,3분기보고서,KRW,ifrs_ProfitLossAttributableToAbstract,당기순이익(손실)의 귀속 [abstract],,,,,,
ifrs_ProfitLossAttributableToOwnersOfParent   지배기업의 소유주에게 귀속되는 당기순이익(손실),   지배기업소유주지분,15-01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-09-30,3분기보고서,KRW,ifrs_ProfitLossAttributableToOwnersOfParent,   지배기업의 소유주에게 귀속되는 당기순이익(손실),"71,578,792,645","175,539,233,596","63,094,179,736","182,022,840,829",,
ifrs_ProfitLossAttributableToNoncontrollingInterests   비지배지분에 귀속되는 당기순이익(손실),   비지배지분,15-02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-09-30,3분기보고서,KRW,ifrs_ProfitLossAttributableToNoncontrollingInterests,   비지배지분에 귀속되는 당기순이익(손실),"150,571,949","340,840,027","42,383,377","230,124,460",,
ifrs_ComprehensiveIncomeAttributableToAbstract총 포괄손익의 귀속 [abstract],총포괄손익의 귀속 :,15,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-09-30,3분기보고서,KRW,ifrs_ComprehensiveIncomeAttributableToAbstract,총 포괄손익의 귀속 [abstract],,,,,,
"ifrs_ComprehensiveIncomeAttributableToOwnersOfParent   총 포괄손익, 지배기업의 소유주에게 귀속되는 지분",   지배기업소유주지분,15-01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-09-30,3분기보고서,KRW,ifrs_ComprehensiveIncomeAttributableToOwnersOfParent,"   총 포괄손익, 지배기업의 소유주에게 귀속되는 지분","-179,404,007,776","504,172,266,130","509,034,941,657","459,168,219,617",,
"ifrs_ComprehensiveIncomeAttributableToNoncontrollingInterests   총 포괄손익, 비지배지분",   비지배지분,15-02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-09-30,3분기보고서,KRW,ifrs_ComprehensiveIncomeAttributableToNoncontrollingInterests,"   총 포괄손익, 비지배지분","386,755,530","403,774,202","-863,445,027","-51,466,740",,
